theta2 RA DEC
0.204 355.701 57.7826
0.151 355.44 57.4608
0.059 355.013 57.7482
0.135 355.467 57.5033
0.332 355.435 58.3457
0.367 355.41 58.3842
0.022 355.334 57.9222
0.334 355.689 57.4246
0.25 355.001 58.2335
0.26 354.887 57.442
0.285 354.797 58.0821
0.234 354.794 57.9606
0.194 355.654 57.6236
0.302 354.979 58.2783
0.148 355.615 57.6775
0.19 354.896 58.0539
0.282 354.719 57.8061
0.255 354.879 57.4578
0.313 354.697 57.7182
0.065 355.038 57.9413
0.175 354.893 58.0187
0.315 355.808 57.86
0.304 355.64 58.1898
0.111 355.246 58.1331
0.338 354.67 57.7579
0.297 354.768 57.5462
0.085 355.435 57.5748
0.384 355.609 58.3054
0.221 355.72 57.8008
0.012 355.341 57.7384
0.286 355.772 57.9179
0.108 355.524 57.6184
0.138 354.881 57.7588
0.253 354.86 57.4825
0.099 355.515 57.6299
0.056 355.416 57.9687
0.39 354.825 58.2576
0.082 354.97 57.8577
0.112 355.218 57.4668
0.322 355.031 58.3237
0.224 354.809 57.9709
0.214 355.225 57.3381
0.342 354.748 58.0996
0.217 354.858 58.0522
0.307 355.506 57.3088
0.048 355.212 57.5843
0.303 355.609 57.3823
0.084 354.965 57.7463
0.042 355.454 57.7857
0.003 355.217 57.8441
0.2 355.444 58.2031
0.045 355.237 57.5883
0.023 355.37 57.8922
0.156 354.912 58.0042
0.347 355.112 57.2273
0.024 355.385 57.7247
0.289 355.157 58.3294
0.049 355.181 58.0104
0.196 355.693 57.7918
0.036 355.257 57.6104
0.167 355.318 58.203
0.342 355.304 58.3823
0.316 354.962 58.2826
0.194 354.862 57.5917
0.082 355.115 57.5476
0.062 355.336 58.0336
0.139 355.256 58.1728
0.069 355.038 57.6455
0.05 355.05 57.7008
0.043 355.376 57.9643
0.323 355.341 58.3609
0.045 355.192 57.596
0.057 355.291 58.0352
0.118 355.506 58.0288
0.039 355.358 57.9655
0.136 354.882 57.8294
0.028 355.112 57.8939
0.139 355.381 58.1489
0.058 355.349 58.0193
0.064 355.497 57.8557
0.025 355.133 57.6938
0.164 355.434 58.1606
0.186 355.509 58.1449
0.378 355.506 57.241
0.231 355.055 58.2393
0.203 354.874 57.5514
0.236 355.157 58.2768
0.012 355.194 57.8941
0.058 355.491 57.8116
0.025 355.092 57.7925
0.183 355.665 57.9032
0.34 355.149 58.3743
0.384 355.393 57.197
0.165 355.235 58.2059
0.003 355.3 57.8226
0.082 355.261 58.0861
0.11 355.081 58.0854
0.299 355.781 57.6712
0.115 355.316 57.4674
0.186 355.076 57.4054
0.091 355.536 57.7036
0.015 355.372 57.8091
0.11 355.165 58.1205
0.285 354.95 57.3581
0.126 355.052 58.0944
0.036 355.175 57.6258
0.265 354.75 57.9221
0.292 355.19 58.337
0.118 355.592 57.8297
0.058 355.056 57.9429
0.151 354.974 57.5261
0.221 355.488 58.2057
0.248 355.212 58.2965
0.292 354.824 57.4682
0.003 355.302 57.8175
0.153 354.864 57.7372
0.222 354.846 57.5584
0.127 355.031 58.0812
0.033 355.252 57.6184
0.365 354.894 57.312
0.393 355.513 57.2308
0.025 355.321 57.6586
0.245 354.769 57.6817
0.013 355.164 57.7251
0.22 354.93 57.4568
0.062 355.21 58.0458
0.18 355.142 58.2104
0.296 355.682 57.4695
0.107 354.925 57.8393
0.083 354.982 57.6951
0.045 355.041 57.7648
0.242 355.266 57.3083
0.16 355.039 57.46
0.012 355.24 57.6909
0.377 355.86 57.7275
0.176 354.853 57.9357
0.125 355.46 58.0845
0.173 355.459 57.4402
0.332 355.336 57.2302
0.306 355.766 57.6002
0.328 354.78 58.1279
0.129 355.553 57.6078
0.066 355.284 57.5453
0.104 354.941 57.8923
0.099 355.02 57.585
0.096 355.012 57.9987
0.275 355.663 57.4768
0.256 355.309 58.3025
0.378 354.651 57.6601
0.198 355.644 57.5935
0.328 355.142 58.3625
0.152 355.463 58.1263
0.137 355.078 58.1278
0.075 355.037 57.6278
0.108 354.952 57.662
0.06 355.182 57.5648
0.205 354.801 57.7428
0.183 355.481 58.1598
0.204 354.851 57.5888
0.128 354.95 57.995
0.378 355.579 57.2808
0.353 355.387 57.2218
0.135 355.166 57.4422
0.057 355.344 57.5805
0.193 355.166 57.3687
0.382 355.732 57.4136
0.14 355.142 57.4418
0.373 355.37 58.3988
0.004 355.251 57.7368
0.314 355.751 58.0515
0.353 354.656 57.792
0.365 354.7 58.0499
0.034 355.088 57.7123
0.169 355.598 57.5807
0.156 355.643 57.8421
0.047 355.052 57.7111
0.127 354.922 57.6604
0.125 355.332 58.144
0.081 355.362 58.0617
0.324 355.765 57.5573
0.032 355.09 57.7196
0.002 355.289 57.778
0.05 355.101 57.6331
0.081 355.399 58.0424
0.301 354.912 58.2325
0.193 354.924 58.0949
0.372 355.854 57.8879
0.089 355.37 57.5267
0.27 354.901 58.1847
0.154 355.332 58.1838
0.317 355.011 58.3097
0.306 355.596 57.3684
0.384 355.796 57.5068
0.206 355.702 57.843
0.058 355.162 57.576
0.256 354.921 57.4155
0.094 355.187 57.5
0.115 355.368 58.1179
0.237 354.781 57.9295
0.012 355.157 57.7415
0.276 354.905 58.1959
0.273 355.506 57.3446
0.07 355.426 57.9978
0.091 355.328 58.0914
0.395 355.024 58.3863
0.316 354.782 58.1109
0.376 354.891 57.3026
0.126 355.118 58.1294
0.211 355.702 57.8806
0.087 354.985 57.6706
0.137 354.893 57.7008
0.096 355.397 57.5275
0.311 355.136 58.346
0.264 354.909 58.1848
0.049 355.039 57.7326
0.191 355.601 58.0608
0.232 354.822 57.5793
0.1 355.565 57.7716
0.19 355.241 57.3642
0.004 355.189 57.8164
0.201 354.86 57.5795
0.288 355.442 58.301
0.179 355.422 58.1864
0.093 355.468 58.0135
0.384 354.75 58.1667
0.233 355.628 58.1002
0.396 355.804 57.5014
0.321 354.689 57.8818
0.239 355.49 58.226
0.399 355.619 58.3124
0.282 355.435 58.2977
0.152 355.362 57.4266
0.182 355.028 58.1642
0.054 355.039 57.7018
0.386 355.092 57.1991
0.064 355.456 57.9467
0.168 355.655 57.7387
0.354 355.64 57.3503
0.155 354.875 57.9209
0.115 355.257 58.139
0.093 354.952 57.8638
0.003 355.205 57.8313
0.079 355.412 58.0299
0.107 354.974 57.624
0.142 355.62 57.7273
0.333 354.736 57.5381
0.222 355.232 57.3292
0.322 354.769 58.1003
0.112 355.014 58.0371
0.339 354.668 57.8046
0.298 354.715 57.9096
0.118 354.949 57.9655
0.144 355.23 57.4211
0.381 355.712 58.2097
0.298 355.786 57.6955
0.266 354.859 58.1361
0.111 355.213 58.1311
0.012 355.323 57.8813
0.164 355.437 58.1594
0.009 355.228 57.8922
0.251 355.305 58.298
0 355.25 57.8
0.205 354.943 58.1331
0.133 355.541 58.0196
0.073 355.345 58.0528
0.259 354.748 57.8859
0.11 355.573 57.7232
0.114 355.549 57.9571
0.191 355.005 57.4384
0 355.25 57.8
0.198 355.692 57.8533
0.329 355.774 57.5659
0.268 355.448 57.3215
0.295 355.361 58.3318
0.244 355.263 58.2938
0.02 355.109 57.7923
0.214 355.705 57.717
0.247 355.532 58.2091
0.013 355.337 57.874
0.115 355.271 57.4616
0.24 354.933 57.4264
0.27 354.838 57.4839
0.056 355.345 58.0167
0.063 354.999 57.7912
0.253 355.602 57.4411
0.292 355.152 57.2685
0.056 355.053 57.6693
0.278 354.727 57.87
0.165 355.231 58.2057
0.246 355.575 58.1746
0.215 355.541 58.1608
0.321 355.816 57.8271
0.259 355.472 58.2578
0.269 355.594 58.1878
0.319 355.286 58.3636
0.274 355.767 57.8826
0.327 355.391 57.2459
0.06 355.484 57.7284
0.25 354.768 57.666
0.396 355.524 58.3666
0.252 354.87 58.1275
0.385 354.752 58.17
0.057 355.014 57.7656
0.02 355.159 57.9085
0.139 354.905 57.9406
0.009 355.227 57.7079
0.042 355.321 57.9921
0.329 355.752 57.5219
0.133 354.911 57.9347
0.075 355.052 57.6109
0.023 355.116 57.8703
0.018 355.201 57.9251
0.315 355.613 58.2284
0.019 355.135 57.7234
0.058 355.27 58.04
0.297 355.645 58.1759
0.058 355.488 57.8381
0.2 354.849 57.9971
0.175 354.841 57.7112
0.082 355.507 57.6734
0.075 355.524 57.7981
0.263 354.885 57.4395
0.047 355.442 57.9015
0.141 355.426 58.1315
0.278 354.775 58.0292
0.092 354.977 57.6678
0.393 355.066 58.3994
0.025 355.294 57.9518
0.341 354.775 57.461
0.047 355.046 57.8721
0.278 355.777 57.7791
0.049 355.04 57.8702
0.065 355.502 57.8395
0.294 354.762 58.0372
0.122 355.15 58.1347
0.062 355.337 57.5668
0.158 355.599 57.9905
0.245 355.02 57.3618
0.176 355.669 57.8291
0.163 355.101 57.4246
0.07 355.503 57.7216
0.116 355.295 57.4624
0.071 355.403 57.582
0.392 355.861 57.9356
0.126 355.351 58.1403
0.041 355.425 57.6982
0.058 355.013 57.8423
0.111 355.21 58.1308
0.379 354.657 57.6335
0.024 355.159 57.6743
0.209 355.366 57.3579
0.03 355.413 57.7425
0.16 354.856 57.7306
0.159 355.415 58.1631
0.254 355.69 57.5534
0.387 354.745 57.437
0.276 354.771 58.0153
0.173 354.858 57.6617
0.12 355.377 58.1224
0.083 355.353 57.5308
0.061 355.005 57.7721
0.239 355.646 58.0867
0.102 355.364 58.0983
0.257 355.068 57.327
0.13 355.466 57.511
0.312 355.76 57.5716
0.265 354.768 57.6203
0.353 355.766 57.5047
0.028 355.294 57.6385
0.309 354.709 57.6737
0.181 355.576 57.5268
0.164 355.138 58.1892
0.104 355.03 57.5639
0.052 355.421 57.6493
0.232 354.895 58.1258
0.336 355.579 57.3228
0.118 354.939 57.654
0.009 355.344 57.8097
0.239 354.854 57.5132
0.302 354.989 57.3165
0.078 355.526 57.8394
0.26 355.57 58.1971
0.048 355.107 57.9659
0.179 354.884 57.5884
0.13 355.482 58.0763
0.041 355.074 57.8999
0.26 355.5 58.2444
0.192 355.511 58.1523
0.263 354.738 57.8186
0.287 355.764 57.6495
0.042 355.222 58.0031
0.049 355.104 57.9667
0.363 355.742 58.1484
0.347 355.331 57.2165
0.346 355.042 58.3502
0.285 355.782 57.8422
0.224 355.049 58.2284
0.134 354.899 57.9032
0.065 354.996 57.8236
0.311 355.029 57.2882
0.119 355.591 57.7472
0.131 354.904 57.906
0.017 355.136 57.7361
0.089 354.963 57.8802
0.224 355.504 58.1991
0.097 355.326 58.1019
0.063 355.215 58.0485
0.089 354.953 57.7772
0.269 354.848 57.4721
0.396 355.654 58.2822
0.046 355.406 57.6525
0.126 355.053 58.0951
0.204 354.836 57.6193
0.231 355.397 58.2575
0.06 355.118 57.5938
0.363 354.905 57.3057
0.311 355.255 58.3577
0.058 355.49 57.786
0.083 355.315 58.0806
0.209 354.918 58.114
0.071 354.984 57.7911
0.273 355.079 57.3062
0.079 355.5 57.6724
0.239 355.507 58.2158
0.03 355.133 57.6726
0.077 355.108 58.0386
0.096 355.318 57.4978
0.262 355.515 58.238
0.017 355.379 57.8162
0.043 355.428 57.906
0.092 354.947 57.7948
0.299 355.794 57.7409
0.144 355.528 57.5414
0.289 355.539 58.2533
0.193 355.605 57.5418
0.046 355.32 57.5974
0.339 355.591 58.272
0.087 355.542 57.7573
0.126 355.211 57.4472
0.36 355.634 57.3389
0.36 355.573 58.3055
0.298 355.115 58.3289
0.169 355.424 57.4277
0.042 355.378 57.6399
0.287 354.714 57.8127
0.314 355.754 57.5544
0.263 355.437 58.2775
0.15 355.205 58.1846
0.362 355.016 57.2457
0.167 355.394 57.4177
0.071 355.047 57.6273
0.069 355.51 57.834
0.157 355.321 57.4101
0.275 354.96 58.2367
0.019 355.334 57.9094
0.328 354.685 57.7069
0.007 355.277 57.7208
0.144 355.608 57.9253
0.033 355.072 57.8361
0.061 355.083 57.9821
0.035 355.354 57.6445
0.142 355.498 57.5163
0.092 355.036 57.5853
0.353 354.708 57.5557
0.014 355.248 57.6817
0.255 355.125 58.2893
0.229 355.076 58.2456
0.119 355.509 58.0274
0.162 355.054 58.1517
0.164 355.121 58.184
0.15 355.289 58.1853
0.178 354.859 57.958
0.16 355.414 57.4351
0.15 355.548 57.5522
0.234 355.115 57.3355
0.241 354.83 58.0547
0.343 354.719 57.5534
0.264 355.504 57.3533
0.051 355.084 57.6473
0.138 355.103 58.141
0.338 355.729 58.1294
0.078 355.449 57.6039
0.034 355.073 57.7488
0.209 354.974 58.1648
0.19 354.925 58.0907
0.28 355.11 58.3103
0.056 355.3 57.5686
0.156 354.869 57.9038
0.341 355.774 58.0584
0.181 354.825 57.8237
0.274 355.532 58.2411
0.128 355.495 58.0612
0.244 355.738 57.8742
0.127 354.894 57.8007
0.047 355.339 57.9978
0.254 354.781 57.9843
0.146 355.108 57.4453
0.351 354.718 58.0614
0.073 355.37 57.5581
0.156 355.385 57.4288
0.375 354.908 58.3082
0.074 354.979 57.8275
0.137 355.441 58.1169
0.288 355.726 57.5518
0.126 355.333 57.4548
0.055 355.476 57.7364
0.225 354.854 57.5383
0.261 354.851 58.1194
0.069 355.267 57.5378
0.122 355.12 58.124
0.096 355.514 57.6385
0.386 355.792 57.4966
0.264 355.735 57.9706
0.14 355.418 58.1343
0.298 354.975 58.2714
0.285 355.763 57.6538
0.344 355.589 58.2787
0.269 355.768 57.8271
0.347 355.559 57.2983
0.239 355.647 57.5146
0.22 354.812 57.9665
0.049 355.047 57.7128
0.117 354.916 57.8736
0.122 354.911 57.7174
0.219 355.521 58.1815
0.03 355.081 57.8395
0.077 355.291 57.5256
0.14 354.903 57.6609
0.328 355.684 58.1736
0.098 355.382 57.516
0.357 354.916 58.2957
0.237 355.735 57.7542
0.295 355.33 57.2627
0.062 355.435 57.6335
0.056 355.079 57.6369
0.19 355.6 58.06
0.177 355.004 58.141
0.34 355.769 58.0655
0.349 355.018 57.2567
0.193 355.356 57.3737
0.011 355.189 57.7148
0.131 355.508 57.5465
0.281 355.361 57.2816
0.069 355.285 57.5396
0.039 355.37 57.643
0.347 354.916 57.3148
0.017 355.378 57.8242
0.208 355.046 57.3923
0.189 354.871 57.5877
0.269 355.767 57.8379
0.14 355.61 57.6964
0.195 354.881 57.5577
0.097 355.321 58.1033
0.181 355.158 58.2153
0.13 355.012 58.0712
0.277 355.729 58.0179
0.303 355.493 57.3058
0.196 355.654 57.9819
0.394 354.769 58.2037
0.392 354.657 58.001
0.041 355.431 57.709
0.024 355.096 57.782
0.096 355.487 57.6003
0.31 354.98 57.3133
0.038 355.11 57.6646
0.333 355.821 57.8838
0.212 355.61 57.5125
0.297 354.986 58.2766
0.172 355.371 57.4034
0.316 355.044 58.3232
0.252 354.957 58.2074
0.205 354.967 58.1531
0.167 354.869 57.6516
0.01 355.217 57.8944
0.151 354.87 57.7195
0.035 355.318 57.9742
0.299 355.794 57.747
0.087 354.959 57.7516
0.374 355.188 58.4084
0.291 355.55 58.2481
0.095 355.345 57.5069
0.214 355.532 58.1666
0.211 354.792 57.8287
0.028 355.236 57.6332
0.044 355.427 57.6878
0.322 354.726 57.5823
0.144 354.902 57.9503
0.205 354.811 57.9124
0.335 355.47 57.2646
0.008 355.301 57.8733
0.197 354.855 58.003
0.202 354.815 57.6889
0.352 355.144 58.3837
0.266 354.738 57.7394
0.268 355.768 57.8125
0.075 355.007 57.6741
0.269 354.772 58.0015
0.201 354.802 57.8209
0.025 355.212 57.6466
0.241 355.238 58.2908
0.19 355.654 57.6372
0.088 355.034 57.5964
0.083 354.982 57.9067
0.228 355.727 57.8139
0.166 354.843 57.7983
0.045 355.088 57.9374
0.023 355.298 57.6563
0.065 355.407 57.5992
0.118 354.943 57.6456
0.355 354.69 58.0031
0.015 355.138 57.7502
0.203 355.333 57.3571
0.216 354.802 57.9238
0.007 355.208 57.8721
0.085 355.337 57.5218
0.27 355.415 58.2928
0.128 355.489 58.0662
0.375 355.86 57.8531
0.001 355.277 57.7843
0.356 355.234 58.3964
0.382 354.929 58.3282
0.273 354.732 57.8663
0.243 354.898 57.4546
0.24 355.112 58.2701
0.162 355.072 58.1607
0.156 355.487 58.1162
0.322 354.703 57.9523
0.076 355.518 57.736
0.027 355.125 57.6938
0.055 355.019 57.7612
0.108 355.129 58.1055
0.018 355.183 57.9161
0.025 355.346 57.6742
0.25 355.735 57.6777
0.245 355.701 58.0043
0.262 355.071 57.3204
0.114 355.586 57.7715
0.14 354.976 57.5451
0.253 355.62 57.4593
0.25 354.828 58.0678
0.237 355.507 58.2137
0.015 355.324 57.7021
0.389 355.561 57.2592
0.293 354.715 57.7162
0.195 355.13 58.2249
0.053 355.132 57.9977
0.312 354.895 57.3688
0.088 355.158 57.5181
0.327 354.684 57.8834
0.394 355.862 57.941
0.291 355.5 58.2781
0.05 355.326 58.0103
0.233 354.827 57.5677
0.217 355.713 57.7464
0.255 355.368 58.2909
0.014 355.22 57.6855
0.176 355.665 57.7383
0.114 355.354 57.4789
0.328 354.773 57.4831
0.028 355.413 57.8379
0.219 354.783 57.8252
0.005 355.186 57.83
0.168 354.98 58.1086
0.077 355.299 58.0732
0.293 355.725 58.0604
0.332 355.559 58.2861
0.292 355.449 57.2978
0.282 355.196 57.2718
0.222 354.781 57.7572
0.035 355.25 57.6129
0.29 355.788 57.7927
0.357 355.038 58.3586
0.102 355.451 57.5514
0.018 355.116 57.8024
0.048 355.445 57.9001
0.261 355.066 58.2765
0.006 355.31 57.7513
0.365 355.064 58.3749
0.055 355.133 57.5969
0.193 355.091 57.3905
0.043 355.297 58.0019
0.188 355.339 57.3755
0.068 355.298 58.0562
0.215 355.394 57.3592
0.396 355.641 57.3066
0.034 355.066 57.7973
0.007 355.23 57.7187
0.099 354.963 57.6707
0.345 355.525 57.2808
0.199 355.678 57.6746
0.294 355.184 58.3382
0.108 355.491 58.0229
0.128 355.017 57.5286
0.338 354.858 57.3702
0.102 355.568 57.8323
0.109 355.531 57.6262
0.177 355.239 57.3794
0.12 355.541 57.9877
0.161 355.167 57.4074
0.096 355.459 58.0291
0.323 354.695 57.6797
0.198 355.533 57.4566
0.362 355.055 57.2308
0.062 355.463 57.6716
0.207 354.802 57.7207
0.149 355.585 57.6075
0.156 354.999 58.1046
0.154 355.536 58.0691
0.273 354.82 57.5028
0.019 355.349 57.704
0.28 355.165 58.3223
0.28 354.887 58.1847
0.091 354.953 57.8545
0.095 355.104 57.5287
0.318 355.308 57.2391
0.073 355.503 57.706
0.094 355.036 57.5802
0.099 355.086 58.0685
0.294 355.713 58.0829
0.193 355.651 57.98
0.115 355.589 57.7828
0.206 355.397 58.2295
0.075 355.197 58.0688
0.29 354.712 57.8192
0.393 354.967 57.2406
0.252 354.755 57.8811
0.338 355.602 58.263
0.358 355.686 57.3898
0.279 355.135 57.2845
0.161 354.881 57.6429
0.356 354.653 57.794
0.03 355.423 57.8134
0.016 355.31 57.9116
0.383 354.906 58.3142
0.024 355.369 57.7003
0.161 354.933 57.5539
0.134 355.118 58.1415
0.167 355.331 57.3994
0.09 355.159 57.514
0.006 355.238 57.7234
0.191 355.546 58.1216
0.079 355.099 58.0372
0.357 354.654 57.8431
0.311 355.574 58.2538
0.047 355.442 57.6992
0.318 355.415 58.3393
0.102 355.284 57.4824
0.137 355.506 58.067
0.127 355.597 57.7183
0.399 355.732 57.3922
0.275 355.13 58.3104
0.24 354.839 57.5328
0.363 354.884 58.2783
0.025 355.098 57.7552
0.387 354.746 58.1643
0.285 354.93 58.2271
0.356 355.273 58.3962
0.221 355.154 58.2602
0.396 355.475 57.2121
0.203 354.961 57.4541
0.177 355.651 57.9258
0.005 355.286 57.8609
0.29 354.957 58.2519
0.236 355.539 58.1906
0.157 354.932 58.0357
0.199 354.983 57.4425
0.365 355.77 58.1081
0.305 354.981 58.2826
0.323 355.417 58.3433
0.309 355.142 57.2547
0.368 355.832 57.6277
0.094 355.277 57.4946
0.306 355.264 58.353
0.087 355.286 58.0927
0.374 355.566 57.2761
0.243 354.793 57.9838
0.291 355.033 58.2941
0.067 355.035 57.9436
0.207 355.592 58.1001
0.145 355.518 58.0709
0.231 355.675 57.5757
0.223 355.705 57.6752
0.12 354.912 57.8769
0.329 354.683 57.8877
0.188 354.939 58.1025
0.338 355.009 57.271
0.269 355.61 57.4267
0.033 355.356 57.6523
0.065 355.447 57.962
0.364 354.914 58.3014
0.264 355.484 58.2575
0.287 355.192 58.3326
0.042 355.413 57.6757
0.137 354.908 57.6585
0.364 354.664 57.9448
0.033 355.138 57.6572
0.207 355.521 58.1651
0.094 354.947 57.7531
0.208 355.621 57.5345
0.199 355.311 58.2419
0.02 355.35 57.9004
0.005 355.258 57.7297
0.357 354.968 58.3268
0.268 355.613 57.4306
0.274 354.921 57.3929
0.118 355.071 57.507
0.118 355.12 57.4819
0.335 355.825 57.7354
0.02 355.326 57.6809
0.27 355.769 57.7686
0.165 354.844 57.8165
0.366 354.844 57.3516
0.302 355.626 57.3992
0.39 354.69 58.0766
0.088 354.956 57.7585
0.372 355.839 57.6399
0.275 355.295 58.3225
0.201 355.494 57.4237
0.1 354.96 57.925
0.279 355.517 57.3443
0.047 355.424 57.9297
0.248 355.336 57.3095
0.056 355.028 57.8822
0.048 355.452 57.8849
0.207 354.796 57.8255
0.113 355.236 57.4641
0.328 354.989 58.3099
0.287 355.759 57.6336
0.009 355.184 57.732
0.021 355.106 57.7818
0.013 355.34 57.7302
0.208 354.994 58.1776
0.337 354.766 57.4801
0.074 355.496 57.9167
0.109 354.96 57.9582
0.362 354.778 58.1734
0.129 354.909 57.6882
0.198 355.685 57.7057
0.196 355.095 57.3853
0.224 355.666 57.5748
0.058 355.142 58.0154
0.087 355.363 57.5275
0.02 355.363 57.715
0.379 355.779 58.1149
0.084 355.39 58.0538
0.03 355.118 57.6876
0.157 354.854 57.7983
0.177 355.181 58.215
0.312 355.494 57.2974
0.345 355.827 57.9094
0.379 355.537 58.3448
0.005 355.288 57.8594
0.05 355.341 58.0043
0.365 355.854 57.8221
0.131 355.358 58.1456
0.214 355.109 57.3595
0.376 354.769 57.4201
0.05 355.463 57.8691
0.364 354.672 57.9739
0.217 355.658 57.5746
0.172 355.482 58.1436
0.001 355.241 57.8304
0.321 355.14 57.2442
0.187 354.885 57.5676
0.366 354.65 57.8785
0.095 355.249 58.1082
0.172 355.637 57.9481
0.107 354.928 57.7404
0.258 355.717 58.0003
0.375 355.018 57.2333
0.159 355.163 57.4108
0.23 355.437 57.3583
0.296 354.763 58.0431
0.072 355.063 57.992
0.336 355.373 58.3666
0.017 355.151 57.7154
0.246 354.862 58.1085
0.016 355.126 57.8237
0.387 355.87 57.8538
0.142 355.407 58.1424
0.243 355.425 57.339
0.061 355.058 57.9556
0.245 355.165 57.3124
0.218 355.544 57.4371
0.089 355.216 57.5036
0.175 354.873 57.6181
0.341 355.783 57.5618
0.332 355.679 58.1848
0.203 354.808 57.7118
0.046 355.246 57.5856
0.099 355.46 58.0343
0.364 355.673 58.2299
0.025 355.405 57.7668
0.171 354.995 58.1254
0.163 355.032 58.1399
0.094 355.515 57.954
0.059 355.016 57.7348
0.299 354.703 57.8136
0.09 354.952 57.8302
0.284 354.747 57.625
0.008 355.337 57.8212
0.176 355.222 58.2186
0.369 355.857 57.8237
0.224 355.27 58.2729
0.344 354.665 57.7634
0.22 354.807 57.9529
0.298 355.686 58.1286
0.299 355.353 57.2629
0.395 355.012 58.3815
0.261 355.494 57.3511
0.208 355.555 58.1393
0.229 355.553 57.4299
0.25 354.755 57.8705
0.017 355.195 57.9182
0.037 355.418 57.7072
0.135 355.086 57.471
0.159 354.884 57.9592
0.244 354.902 58.1509
0.143 355.462 57.4868
0.204 355.026 57.4076
0.321 354.752 58.071
0.193 355.687 57.7541
0.1 355.082 57.5321
0.023 355.387 57.8643
0.32 355.523 58.2953
0.304 355.065 57.2805
0.135 354.989 57.5414
0.006 355.312 57.7541
0.131 355.557 57.6089
0.352 355.777 58.0724
0.377 355.81 58.052
0.179 354.948 58.0966
0.385 354.759 58.1794
0.114 354.937 57.9254
0.088 355.146 58.0778
0.066 355.43 57.9832
0.364 355.664 58.2392
0.143 355.262 57.422
0.283 355.589 58.2102
0.203 354.872 58.0456
0.384 354.766 58.1868
0.188 355.027 57.4279
0.213 355.554 58.1475
0.397 355.879 57.7647
0.362 354.694 58.0288
0.133 355.162 57.4462
0.096 355.336 58.0975
0.237 355.147 58.2759
0.017 355.183 57.9119
0.032 355.22 57.6237
0.215 354.811 57.95
0.042 355.428 57.9009
0.284 355.055 58.2959
0.103 355.286 58.1189
0.008 355.269 57.7125
0.173 355.666 57.793
0.049 355.241 57.5788
0.051 355.142 57.6017
0.272 355.767 57.7341
0.018 355.179 57.9138
0.161 355.305 57.4026
0.387 354.802 58.2318
0.114 355.24 58.1375
0.317 355.328 57.2424
0.312 354.862 58.2022
0.264 354.785 57.5822
0.014 355.356 57.7466
0.059 355.492 57.8239
0.18 354.839 57.6953
0.039 355.396 57.6671
0.101 355.016 57.5846
0.23 355.725 57.8694
0.125 355.107 57.4765
0.035 355.097 57.6923
0.286 354.825 57.4754
0.315 355.567 58.2634
0.197 354.807 57.8229
0.151 354.87 57.7206
0.155 355.479 57.4799
0.351 355.764 57.5051
0.08 355.063 58.0123
0.129 354.898 57.8703
0.033 355.069 57.7903
0.105 355.027 57.5647
0.245 355.068 57.3395
0.129 355.444 58.1023
0.303 355.548 58.2627
0.053 355.02 57.809
0.256 354.808 57.5545
0.039 355.162 57.6231
0.289 355.285 58.3364
0.215 355.612 58.0895
0.118 355.226 58.1427
0.081 355.35 58.0666
0.145 355.211 58.1788
0.134 355.174 58.1582
