theta2 RA DEC
0.313 357.444 59.3247
0.168 357.66 58.7842
0.374 357.548 58.2662
0.149 356.873 58.7177
0.203 357.516 58.4362
0.242 357.408 59.2659
0.023 357.29 58.9462
0.034 357.355 58.9519
0.216 357.603 58.4981
0.229 357.012 59.2149
0.075 357.055 58.6077
0.286 356.796 59.0826
0.075 356.992 58.8909
0.399 357.829 58.547
0.243 357.007 59.229
0.249 357.723 58.6412
0.185 356.9 59.0506
0.183 356.822 58.8049
0.124 356.991 58.5614
0.008 357.162 58.7869
0.285 356.806 59.0958
0.008 357.174 58.8468
0.314 357.807 58.8599
0.093 357.466 59.0156
0.104 357.246 59.1225
0.124 356.899 58.7745
0.031 357.094 58.718
0.246 357.565 58.4169
0.34 357.587 59.2756
0.089 357.548 58.8005
0.308 357.709 58.4881
0.211 357.698 58.9013
0.242 357.66 58.5282
0.167 356.844 58.7546
0.107 356.996 58.5936
0.071 357.474 58.6559
0.284 357.624 59.18
0.186 356.957 59.116
0.054 357.022 58.8469
0.261 357.202 58.2914
0.304 357.038 59.3088
0.133 356.91 58.9317
0.02 357.242 58.6588
0.001 357.223 58.8162
0.275 356.809 59.0839
0.093 357.391 58.5297
0.39 357.141 58.185
0.267 357.587 58.4079
0.331 356.685 58.6933
0.191 357.686 58.7694
0.234 356.963 59.1892
0.018 357.308 58.9209
0.089 357.231 58.5023
0.297 357.683 59.1314
0.043 357.072 58.9072
0.212 357.142 58.3524
0.082 357.5 58.6607
0.12 357.19 59.1412
0.255 357.093 59.28
0.029 357.42 58.7969
0.033 357.257 58.6185
0.382 357.353 59.4094
0.199 357.291 59.2442
0.029 357.163 58.9462
0.167 356.89 58.6068
0.026 357.174 58.6579
0.315 357.444 59.3266
0.247 357.259 59.2969
0.018 357.141 58.7211
0.237 356.814 58.584
0.148 357.485 59.1048
0.399 357.351 59.4235
0.091 357.167 58.5098
0.246 357.335 59.2887
0.154 357.543 59.0614
0.059 357.383 59.0035
0.018 357.116 58.8107
0.115 356.969 58.9904
0.18 357.399 59.1971
0.12 357.393 59.1155
0.395 357.863 58.9385
0.149 356.964 58.5408
0.371 357.527 59.3424
0.044 357.376 58.9677
0.063 357.354 58.5718
0.364 357.005 59.3515
0.327 356.773 58.4845
0.37 357.134 59.397
0.059 357.126 59.0087
0.201 357.698 58.8216
0.387 356.629 58.7705
0.237 357.722 58.9175
0.377 357.144 59.4047
0.15 357.339 58.4231
0.191 357.233 59.2367
0.131 357.58 58.9495
0.012 357.254 58.9095
0.274 356.983 59.2504
0.332 357.81 58.6643
0.397 357.373 58.182
0.193 357.073 58.3981
0.125 357.585 58.687
0.285 357.782 58.8397
0.124 357.159 59.1402
0.113 357.061 58.5218
0.133 357.046 59.1025
0.242 357.055 58.3484
0.031 357.079 58.8418
0.06 357.223 59.0434
0.032 357.428 58.8155
0.101 356.994 58.9886
0.233 356.908 58.4598
0.118 357.424 59.0964
0.326 357.206 59.3693
0.269 356.841 58.4815
0.286 357.757 58.9711
0.389 356.634 58.6999
0.346 356.745 58.4983
0.372 356.875 59.2813
0.26 357.257 58.2901
0.237 356.963 58.4067
0.396 357.514 58.2286
0.328 357.506 58.2878
0.009 357.158 58.7773
0.343 356.808 58.4155
0.389 356.825 58.3436
0.128 357.193 59.1532
0.064 357.186 59.0447
0.013 357.341 58.7307
0.062 357.003 58.8299
0.396 356.664 58.5708
0.272 356.736 58.7135
0.052 357.258 58.5721
0.208 357.01 58.4124
0.312 357.198 58.2438
0.273 357.769 58.7383
0.184 356.844 58.9387
0.264 357.555 59.2135
0.01 357.3 58.7135
0.357 357.339 58.2092
0.013 357.356 58.7588
0.08 357.018 58.9619
0.378 357.769 58.471
0.011 357.264 58.696
0.389 356.652 58.9786
0.276 356.866 58.441
0.147 356.956 59.0459
0.029 357.384 58.695
0.134 357.293 59.1635
0.238 356.775 58.689
0.036 357.418 58.7119
0.249 357.156 59.2901
0.15 357.462 59.1241
0.26 357.013 59.2516
0.25 356.861 58.4856
0.351 356.712 58.5513
0.323 357.091 58.2543
0.304 356.703 58.7303
0.037 357.354 58.9618
0.121 356.943 58.6374
0.008 357.175 58.8488
0.347 357.565 58.3025
0.237 357.362 58.3262
0.043 357.203 58.5981
0.257 357.449 58.3339
0.192 357.166 58.3699
0.173 357.575 58.5399
0.106 357.156 58.4883
0.126 357.32 59.1481
0.173 357.253 58.3841
0.368 357.792 59.0723
0.068 356.989 58.7965
0.027 357.1 58.868
0.193 356.864 58.5909
0.102 357.52 58.6296
0.388 357.869 58.8664
0.048 357.05 58.7102
0.057 357.03 58.7065
0.009 357.272 58.8923
0.07 357.354 59.0433
0.332 357.771 58.5543
0.175 356.876 58.612
0.264 357.697 58.5467
0.17 356.976 58.4923
0.262 357.518 59.2359
0.31 356.907 59.2389
0.353 356.81 59.1988
0.137 357.616 58.8533
0.345 357.486 58.262
0.264 356.905 59.1804
0.185 357.339 59.2207
0.238 357.043 59.2416
0.386 357.639 58.3152
0.392 357.802 58.5037
0.027 357.414 58.8156
0.333 357.038 58.2633
0.25 356.925 58.42
0.013 357.226 58.6884
0.225 357.415 59.2446
0.059 357.016 58.8646
0.022 357.125 58.7208
0.393 356.838 59.2724
0.233 357.487 58.3793
0.211 357.555 59.1434
0.397 357.413 59.4085
0.202 357.088 59.2193
0.329 356.772 59.1172
0.242 356.962 58.4009
0.038 357.177 58.9809
0.051 357.472 58.8396
0.081 356.994 58.6752
0.008 357.164 58.776
0.179 357.451 58.4279
0.249 357.148 59.2885
0.287 356.895 59.2012
0.01 357.155 58.7696
0.331 357.712 59.1433
0.169 356.885 58.6116
0.128 357.606 58.7679
0.38 357.237 58.1837
0.254 356.763 58.9311
0.066 357.026 58.6736
0.14 357.384 59.1493
0.397 357.507 59.3755
0.166 357.541 59.0852
0.289 356.817 59.1181
0.075 357.464 58.9703
0.277 357.713 58.5503
0.164 356.849 58.8584
0.019 357.318 58.9201
0.395 357.618 59.3098
0.368 357.461 59.3686
0.227 357.387 58.3437
0.369 356.934 59.3186
0.084 356.987 58.6775
0.291 357.113 58.2783
0.074 357.472 58.9577
0.133 357.611 58.7454
0.268 357.589 58.4087
0.207 356.817 58.9397
0.22 357.26 59.2689
0.38 356.647 58.929
0.025 357.12 58.8902
0.264 357.546 59.2202
0.292 356.795 58.5092
0.144 357.622 58.7268
0.029 357.098 58.7227
0.304 357.229 58.249
0.01 357.165 58.8529
0.221 356.918 59.1331
0.211 356.791 58.8037
0.212 356.799 58.8925
0.392 356.701 59.1017
0.118 357.232 58.457
0.078 357.459 58.9854
0.372 357.849 58.6832
0.107 357.002 59.0132
0.36 357.184 59.3963
0.108 357.47 59.0438
0.027 357.326 58.9458
0.357 357.109 59.3806
0.379 357.317 59.412
0.092 357.55 58.8434
0.235 356.922 59.1566
0.068 357.458 58.957
0.177 357.398 59.1937
0.386 356.638 58.9049
0.248 357.734 58.6847
0.223 357.668 59.0197
0.146 357.035 58.4839
0.051 357.045 58.7043
0.041 357.451 58.8242
0.179 357.636 58.6273
0.127 357.386 58.4706
0.113 357.318 59.1291
0.267 357.263 59.3165
0.024 357.095 58.7916
0.119 357.589 58.7381
0.394 357.606 59.3167
0.209 357.598 59.0967
0.098 357.27 58.4876
0.143 357.005 58.5116
0.162 356.931 58.5551
0.263 357.456 59.2697
0.127 356.894 58.7874
0.272 357.615 58.4279
0.333 357.146 58.2325
0.01 357.167 58.7448
0.203 356.803 58.8598
0.38 357.221 59.4158
0.053 357.401 58.9739
0.015 357.327 58.8953
0.24 357.739 58.8234
0.351 357.509 59.3329
0.228 357.567 59.157
0.006 357.255 58.8773
0.018 357.382 58.8212
0.149 357.346 58.426
0.246 357.724 58.6551
0.136 356.895 58.7012
0.312 357.493 59.3029
0.33 356.815 59.1747
0.083 357.019 58.9718
0.086 356.96 58.7577
0.327 356.883 59.2386
0.237 356.799 58.9836
0.048 357.198 58.5872
0.328 357.449 59.3369
0.048 357.442 58.6938
0.135 356.909 58.9357
0.335 356.831 58.4002
0.136 356.923 58.9709
0.16 357.105 59.1729
0.206 357.543 59.1464
0.046 357.072 58.6808
0.245 357.291 59.2933
0.319 357.659 59.1896
0.07 357.511 58.8419
0.125 356.933 58.9558
0.144 356.879 58.7194
0.075 357.496 58.679
0.095 357.558 58.7979
0.234 356.906 58.46
0.326 357.755 59.0672
0.223 357.472 59.217
0.318 356.742 59.0452
0.026 357.105 58.7297
0.075 357.17 59.0619
0.01 357.278 58.896
0.101 356.991 58.6155
0.388 356.663 59.0072
0.276 357.775 58.7791
0.161 356.869 58.9272
0.347 357.832 58.8912
0.165 356.885 58.9777
0.04 357.193 58.9917
0.254 357.427 58.3281
0.1 357.528 58.9516
0.23 357.027 58.3754
0.014 357.368 58.8082
0.25 357.066 58.3351
0.161 357.633 58.6811
0.133 357.298 58.4385
0.037 357.361 58.6426
0.307 357.791 58.92
0.349 357.418 59.3664
0.027 357.392 58.7174
0.234 356.774 58.885
0.244 357.191 59.2904
0.261 356.758 58.6619
0.169 357.01 58.4664
0.126 357.34 58.4567
0.029 357.411 58.7434
0.215 356.793 58.7196
0.182 357.426 59.1885
0.364 357.776 58.5048
0.065 357.043 58.6512
0.368 356.697 59.0486
0.187 356.842 58.6563
0.194 357.411 59.2099
0.183 357.402 58.4003
0.341 356.67 58.7341
0.336 357.72 59.1399
0.17 357.397 59.1851
0.324 357.045 58.2689
0.304 357.58 58.3581
0.295 357.746 58.5779
0.385 356.669 58.5834
0.388 357.791 58.4904
0.056 357.312 58.5716
0.069 356.994 58.7403
0.108 357.502 58.589
0.388 357.078 59.3986
0.08 357.057 58.5929
0.372 357.708 58.3968
0.116 356.999 59.0304
0.03 357.348 58.6574
0.337 356.725 58.5532
0.185 357.678 58.844
0.02 357.135 58.717
0.031 357.166 58.6451
0.276 357.77 58.8741
0.358 357.625 59.2659
0.027 357.143 58.9244
0.013 357.151 58.743
0.012 357.32 58.8839
0.225 356.837 59.0341
0.195 357.466 59.1849
0.362 357.608 59.2837
0.361 356.65 58.8218
0.191 357.669 58.6772
0.286 357.178 59.3299
0.21 356.948 59.145
0.353 357.735 59.1436
0.107 357.295 58.476
0.044 357.176 58.9962
0.269 357.767 58.841
0.243 357.04 59.2461
0.185 356.837 58.9212
0.093 356.946 58.8282
0.213 357.067 58.3764
0.116 357.587 58.7479
0.241 356.781 58.9437
0.337 356.744 58.5155
0.385 356.652 58.9669
0.024 357.333 58.9306
0.239 357.37 59.2739
0.089 357.208 59.0954
0.039 357.053 58.7849
0.256 356.858 58.4801
0.128 357.48 59.0742
0.229 357.597 58.4709
0.306 356.943 59.2599
0.042 357.062 58.718
0.046 357.316 59.0042
0.26 356.975 58.3708
0.084 357.084 58.5622
0.312 357.255 59.3585
0.251 357.75 58.7708
0.355 357.385 59.3803
0.089 357.033 59.0049
0.398 356.619 58.7788
0.335 357.061 58.253
0.207 357.655 58.5934
0.075 357.394 59.0329
0.07 357.071 58.6054
0.289 356.975 59.2622
0.003 357.262 58.7466
0.228 357.497 59.2086
0.206 357.7 58.8564
0.145 357.577 58.9947
0.089 356.952 58.7949
0.138 357.619 58.7598
0.139 357.523 58.546
0.177 357.476 59.1547
0.223 357.632 58.5224
0.009 357.281 58.7104
0.323 357.583 59.2608
0.005 357.32 58.7898
0.241 357.196 58.312
0.011 357.317 58.7194
0.024 357.333 58.9305
0.205 357.138 59.2387
0.041 357.336 58.6166
0.147 357.489 58.5005
0.351 356.658 58.8141
0.369 357.796 58.5338
0.144 357.388 59.1533
0.151 357.205 59.1859
0.007 357.217 58.7229
0.249 357.426 58.3331
0.278 356.849 58.4582
0.333 357.822 58.8747
0.061 357.294 58.557
0.039 357.141 58.9645
0.061 357.4 58.996
0.299 356.71 58.7111
0.192 357.392 58.3853
0.328 357.791 58.989
0.353 356.668 58.9179
0.167 356.974 59.1014
0.006 357.293 58.7356
0.141 357.497 58.5173
0.013 357.169 58.7193
0.262 356.783 58.5896
0.178 357.243 58.3782
0.126 357.162 59.1439
0.23 357.075 59.2466
0.353 357.697 59.1916
0.281 356.992 59.2633
0.262 357.087 59.2853
0.208 357.296 59.2537
0.037 357.072 58.872
0.251 357.455 58.3429
0.16 357.557 58.5441
0.354 357.084 58.2287
0.078 357.011 58.9449
0.235 356.81 58.5959
0.177 357.458 58.4343
0.047 357.09 58.6534
0.177 357.083 59.1862
0.314 357.712 59.1175
0.163 357.537 58.5165
0.027 357.092 58.7544
0.028 357.149 58.9335
0.042 357.097 58.9367
0.37 357.089 59.3866
0.047 357.296 58.588
0.257 356.761 58.9333
0.024 357.389 58.8686
0.243 356.758 58.8275
0.184 357.481 59.1615
0.349 357.654 59.2313
0.219 357.713 58.8703
0.175 356.832 58.8008
0.172 357.42 59.1784
0.395 356.665 59.0298
0.232 357.071 58.3529
0.177 356.872 58.9856
0.126 357.408 58.4822
0.007 357.279 58.7214
0.173 357.018 59.1452
0.109 356.922 58.8334
0.294 357.53 59.2642
0.148 357.591 58.6221
0.258 357.368 58.306
0.269 357.749 58.6594
0.073 357.025 58.6509
0.131 356.968 59.0263
0.107 357.271 58.4735
0.218 357.076 59.2331
0.001 357.277 58.7835
0.363 357.776 58.5058
0.025 357.399 58.8525
0.093 357.387 59.0725
0.155 357.051 59.14
0.215 357.696 58.673
0.083 357.416 59.0351
0.059 357.493 58.8127
0.16 357.46 58.4593
0.247 357.654 58.5099
0.244 356.788 58.9754
0.241 356.799 58.6066
0.139 356.886 58.8802
0.152 356.871 58.7078
0.149 357.474 59.1147
0.289 356.727 58.9227
0.112 357.3 58.469
0.203 356.832 58.6325
0.353 357.7 59.1876
0.198 357.437 58.3964
0.114 357.061 59.0801
0.27 357.767 58.7511
0.1 357.296 58.4872
0.069 357.445 58.6244
0.091 357.031 58.5921
0.267 357.665 59.1082
0.325 356.916 59.2621
0.176 357.624 58.991
0.393 357.004 58.2234
0.186 357.354 58.3815
0.32 356.92 58.3403
0.279 357.627 58.4301
0.203 357.344 58.3593
0.167 357.304 58.3949
0.045 357.379 58.6313
0.249 356.967 58.3889
0.029 357.417 58.8317
0.134 357.086 58.4727
0.191 356.869 58.5866
0.182 357.675 58.8312
0.349 357.818 58.6364
0.331 356.769 58.4843
0.214 357.355 59.2505
0.345 357.122 59.3733
0.047 357.107 58.963
0.248 357.703 59.0062
0.193 357.444 58.4056
0.175 357.631 58.9719
0.114 356.991 59.0171
0.205 356.821 58.9453
0.326 357.76 58.5435
0.149 356.867 58.7552
0.029 357.38 58.6902
0.127 357.077 58.4885
0.373 356.811 58.3759
0.035 357.435 58.8272
0.074 357.462 58.6302
0.243 357.011 59.2311
0.049 357.315 58.5883
0.181 357.094 59.196
0.002 357.224 58.8363
0.107 357.045 59.0551
0.381 356.675 58.5758
0.287 357.074 59.3059
0.276 356.736 58.6911
0.107 357.369 59.1047
0.11 357.58 58.7679
0.18 356.831 58.7303
0.015 357.238 58.9218
0.278 357.544 59.238
0.034 357.307 58.6247
0.064 357.404 59.0005
0.383 356.632 58.8387
0.041 357.233 58.5982
0.32 357.728 58.4974
0.327 356.722 58.5806
0.342 356.713 59.0316
0.112 356.926 58.8831
0.326 357.467 58.2718
0.05 357.378 58.9832
0.166 356.888 58.9863
0.386 356.648 58.6464
0.308 357.15 59.346
0.274 356.73 58.7385
0.321 357.816 58.8137
0.312 356.754 58.5433
0.229 356.809 58.9859
0.342 356.666 58.8273
0.248 357.129 58.3169
0.209 357.239 59.257
0.04 357.436 58.7253
0.262 356.878 58.4487
0.067 357.01 58.8959
0.294 357.792 58.8158
0.067 356.991 58.7989
0.225 356.889 59.1073
0.122 357.362 58.469
0.028 357.353 58.6682
0.36 356.714 58.5304
0.09 356.968 58.9023
0.235 356.807 58.6028
0.132 357.317 58.4429
0.053 357.028 58.8613
0.134 357.065 59.1156
0.217 357.389 58.3555
0.142 357.369 59.1574
0 357.25 58.8
0.145 357.629 58.833
0.214 357.651 58.5698
0.052 357.244 59.0279
0.323 356.955 59.2857
0.363 356.652 58.8764
0.004 357.205 58.7557
0.17 357.134 59.1957
0.124 357.094 59.1156
0.353 357.606 59.2756
0.057 357.02 58.8641
0.187 357.671 58.6996
0.345 356.802 58.4205
0.041 357.05 58.7665
0.111 357.127 59.1097
0.141 357.062 59.1249
0.093 357.435 58.5574
0.355 357.828 58.6543
0.022 357.385 58.8612
0.18 357.102 58.4025
0.214 357.711 58.761
0.179 356.94 58.5118
0.204 357.582 58.4941
0.331 356.764 59.1081
0.121 357.433 59.0956
0.286 357.571 58.3725
0.224 357.486 58.3896
0.089 356.955 58.7538
0.149 357.145 59.1714
0.212 357.014 59.1954
0.296 356.904 58.3801
0.164 357.124 58.4151
0.185 356.824 58.8627
0.296 357.78 58.9222
0.28 357.495 59.269
0.161 357.386 59.1775
0.118 356.949 58.6347
0.065 357.503 58.7707
0.11 357.328 59.1224
0.28 357.116 58.288
0.132 357.609 58.7466
0.061 357.326 58.5651
0.317 356.781 58.4884
0.383 357.853 58.9402
0.06 357.005 58.8132
0.045 357.058 58.89
0.184 356.968 59.1229
0.177 357.324 59.2142
0.08 357.498 58.9361
0.067 357.389 59.0184
0.042 357.326 58.6095
0.369 357.188 58.1957
0.233 356.769 58.7562
0.049 357.25 58.5786
0.28 357.779 58.7928
0.158 357.109 59.1716
0.139 357.484 58.5098
0.273 356.728 58.8094
0.251 357.696 59.0288
0.289 357.056 59.3014
0.285 357.665 58.4643
0.054 357.179 59.0211
0.037 357.154 58.6335
0.144 357.113 58.4462
0.074 357.312 59.0648
0.165 357.333 58.4024
0.279 357.348 59.319
0.017 357.29 58.6761
0.328 357.605 58.3509
0.349 356.659 58.7915
0.278 357.126 58.2874
0.168 356.876 58.6316
0.075 357.378 58.5579
0.06 357.485 58.7312
0.018 357.234 58.9332
0.134 357.519 59.0483
0.399 356.838 58.3208
0.267 356.902 58.418
0.074 357.521 58.8275
0.104 357.524 58.6302
0.12 357.241 58.4537
0.058 357.452 58.9305
0.236 357.15 58.3247
0.153 357.513 59.0893
0.312 356.704 58.6818
0.013 357.323 58.712
0.302 357.072 58.2801
0.278 357.702 58.5281
0.04 357.053 58.7651
0.079 357.494 58.6599
0.265 356.922 59.197
0.338 357.673 59.1987
0.015 357.149 58.7303
0.086 357.46 58.5957
0.031 357.222 58.9738
0.222 356.927 59.1426
0.396 356.631 58.9137
0.131 357.078 58.4815
0.104 357.283 58.4792
0.049 357.458 58.723
0.396 356.811 58.3489
0.185 357.026 59.167
0.122 357.548 58.9823
0.126 357.574 58.9454
0.161 357.651 58.7797
0.016 357.291 58.9197
0.09 357.192 59.0944
0.096 356.94 58.811
0.081 357.122 58.546
0.128 356.897 58.8578
0.364 357.615 59.2805
0.013 357.333 58.7218
0.027 357.214 58.6396
0.142 356.903 58.6525
0.098 356.937 58.7969
0.228 357.726 58.8369
0.329 357.52 59.306
0.051 357.124 58.9876
0.093 357.483 58.6038
0.336 356.792 58.4445
0.227 357.078 59.2444
0.011 357.271 58.6972
0.219 357.109 58.3539
0.37 357.158 58.1986
0.228 357.573 59.1513
0.223 356.997 59.1986
0.341 356.668 58.8422
0.085 357.419 59.0373
0.14 357.581 58.6259
0.249 357.396 59.2772
0.225 357.3 58.3283
0.153 357.521 59.0821
0.245 357.732 58.6865
0.175 357.569 58.5299
0.37 357.111 59.3921
0.395 356.723 58.4572
0.171 356.999 59.1283
0.265 356.756 58.6543
0.198 356.889 59.0606
0.324 356.908 59.2554
0.287 357.27 59.3353
0.053 357.203 59.0254
0.289 357.442 58.2978
0.25 356.93 58.4161
0.059 357.482 58.8726
0.273 357.516 59.2498
0.254 356.976 59.2229
0.148 357.479 59.1093
0.133 356.957 59.017
0.115 357.047 58.5282
0.18 357.615 59.0163
0.039 357.154 58.9726
0.068 357.327 59.0493
0.246 357.154 58.3135
0.292 357.768 58.6465
0.389 357.305 58.1787
0.053 357.256 59.0301
0.155 357.299 59.1907
0.325 357.544 58.3116
0.221 356.814 58.9753
0.036 357.174 58.9738
0.264 356.823 59.0851
0.072 357.452 58.977
0.005 357.3 58.8503
0.07 357.484 58.6765
0.322 357.797 58.65
0.223 356.79 58.9048
0.346 356.669 58.89
0.183 356.944 59.0985
0.189 357.07 58.4045
0.055 357.413 58.6312
0.168 357.489 58.4668
0.072 357.457 58.9705
0.185 357.011 59.1574
0.068 357.369 59.0322
0.004 357.243 58.8629
0.384 357.743 58.424
0.118 356.933 58.6687
0.005 357.181 58.817
0.247 356.943 58.4092
0.252 357.55 59.2029
0.187 356.823 58.7338
0.046 357.424 58.6751
0.267 357.321 59.3118
0.151 357.524 59.0759
0.086 357.282 58.5084
0.373 356.962 59.3384
0.367 357.674 58.3677
0.15 357.007 58.4988
0.17 357.035 58.4483
0.062 357.156 58.5694
0.206 357.701 58.7494
0.247 357.518 58.3816
0.142 357.626 58.7773
0.388 356.628 58.8253
0.001 357.229 58.7766
0.101 357.467 58.5682
0.386 356.693 59.0752
0.361 356.655 58.7159
0.148 357.621 58.699
0.341 357.3 59.3818
0.003 357.28 58.754
0.052 357.041 58.8901
0.086 357.398 58.547
0.006 357.312 58.8463
0.393 357.358 58.1826
0.186 356.846 58.9499
0.28 357.738 59.005
0.07 356.986 58.8148
0.392 357.225 58.1744
0.208 357.042 59.2061
0.177 357.65 58.6693
0.14 356.989 58.532
0.088 356.956 58.7627
0.129 357.534 58.5801
0.024 357.163 58.9283
0.024 357.121 58.7146
0.318 357.759 59.0418
0.136 356.926 58.9768
0.083 357.024 58.9788
0.27 356.756 58.6383
0.196 357.683 58.7061
0.241 357.078 58.3402
0.179 357.622 58.5987
0.115 357.098 59.1034
0.353 357.478 58.2512
0.123 357.53 58.5892
0.307 357.726 59.0834
0.056 357.364 59.0072
0.075 357.042 58.6223
0.14 356.876 58.7984
0.284 357.162 59.3257
0.352 357.509 58.2661
0.337 357.82 58.9081
0.307 357.508 59.2904
0.352 357.572 59.298
0.096 357.376 59.0831
0.003 357.305 58.802
0.326 357.42 59.3452
0.061 357.175 58.5648
0.118 356.98 58.5872
0.048 357.458 58.8677
0.051 357.034 58.8651
0.157 357.597 58.6083
0.265 357.538 59.2265
0.252 357.111 59.2824
0.192 357.165 58.3702
0.116 356.963 58.617
0.385 356.635 58.8805
0.105 357.249 59.124
0.192 357.659 58.9565
0.336 356.68 58.6944
0.315 357.766 59.0213
0.345 357.027 58.2564
0.046 357.203 58.5907
0.167 357.409 58.4237
0.395 356.688 59.0809
0.143 356.986 59.0705
0.091 357.314 59.0948
0.289 356.841 58.451
0.161 356.936 59.0496
0.169 356.846 58.8769
0.381 357.865 58.8534
0.049 357.342 59.0011
0.164 357.393 58.4213
0.011 357.169 58.8661
0.111 357.193 58.4718
0.312 357.601 58.3659
0.038 357.228 58.6063
0.171 356.878 58.6202
0.175 357.632 58.6294
0.187 357.572 59.0888
0.354 356.667 58.6835
0.24 357.241 58.3102
0.147 357.506 59.0855
0.065 357.429 58.9817
0.047 357.462 58.7545
0.183 356.986 59.1366
0.032 357.153 58.9506
0.125 357.556 58.9775
0.317 356.708 58.6488
0.123 356.899 58.8087
0.06 357.006 58.8246
0.021 357.113 58.7524
0.188 357.671 58.9026
0.287 357.214 59.3345
0.347 357.839 58.823
0.136 357.265 59.1685
0.027 357.086 58.7897
0.088 356.97 58.8967
0.029 357.386 58.9025
0.071 357.3 58.5383
0.331 357.032 59.3323
0.248 357.488 58.3624
0.113 357.475 59.0501
0.043 357.381 58.6396
0.32 356.69 58.8798
0.29 357.023 59.2884
0.135 357.572 58.6227
0.16 357.072 58.4419
0.23 356.81 58.9914
0.154 356.974 59.0787
0.055 357.381 58.6058
0.267 356.994 58.3511
0.19 356.867 59.0085
0.292 357.787 58.7436
0.071 357.108 58.5743
0.007 357.326 58.8355
0.243 357.488 59.2316
0.351 357.051 58.2418
0.331 356.841 58.3951
0.35 357.727 58.4498
0.271 357.692 58.5252
0.156 357.601 58.9813
0.242 357.699 59.0019
0.071 357.06 58.9868
0.313 356.807 59.1421
0.058 357.026 58.8895
0.006 357.223 58.8725
0.163 357.533 59.088
0.144 357.51 59.0762
0.16 357.263 58.4002
0.151 357.497 59.0996
0.399 356.72 59.1444
0.195 356.905 59.0757
0.341 356.95 58.2988
0.102 357.46 59.0405
0.046 357.464 58.788
0.024 357.107 58.8589
0.395 357.098 58.1903
0.115 357.345 59.1257
0.025 357.217 58.9546
0.372 356.937 59.3236
0.083 357.201 58.516
0.105 356.943 58.9048
0.04 357.424 58.8985
0.085 357.143 59.0713
0.314 357.313 59.3568
0.278 357.36 58.2843
0.173 357.666 58.793
0.079 357.238 58.5192
0.388 356.952 58.253
0.122 357.596 58.7559
0.231 356.995 59.2075
0.184 357.309 58.3751
0.356 356.82 59.2141
0.3 357.234 59.3475
0.058 357.283 58.5615
0.375 356.825 59.2409
0.214 356.831 58.6039
0.05 357.45 58.6992
0.105 357.572 58.8318
0.139 356.889 58.708
0.32 357.669 58.4194
0.224 356.902 58.4792
0.233 357.728 58.8699
0.338 357.016 58.268
0.08 357.019 58.6372
0.342 356.785 58.445
0.039 357.361 58.9631
0.133 356.886 58.8188
0.335 356.683 58.6818
0.278 357.557 58.3713
0.111 357.539 58.6341
0.132 357.01 59.0727
0.03 357.08 58.8339
0.176 356.831 58.7776
0.304 356.871 58.3997
0.153 357.106 58.4361
0.278 357.535 59.2438
0.328 357.56 59.2814
0.323 356.682 58.8223
0.013 357.15 58.7447
0.121 357.095 58.4884
0.023 357.26 58.9513
0.38 357.732 59.1849
0.136 357.224 59.1679
0.206 357.409 59.2252
0.176 357.207 59.2173
0.008 357.232 58.8875
0.334 357.488 59.3266
