theta2 RA DEC
0.102 357.527 58.9596
0.138 357.428 59.1259
0.002 357.282 58.8311
0.064 357.49 58.8787
0.336 357.737 58.4849
0.362 357.392 59.3846
0.003 357.198 58.7843
0.32 357.585 59.2559
0.086 357.502 58.6492
0.003 357.204 58.7706
0.089 357.454 58.5827
0.089 357.507 58.6479
0.268 357.679 58.5102
0.109 357.009 58.5744
0.235 356.96 58.4115
0.231 357.352 59.2696
0.339 356.808 58.4211
0.01 357.35 58.7911
0.002 357.295 58.8039
0.003 357.271 58.8506
0.172 357.245 59.2147
0.056 357.485 58.825
0.221 356.939 58.4471
0.168 357.169 59.2019
0.392 356.624 58.7933
0.366 357.122 58.2086
0.202 356.883 59.0601
0.338 356.708 58.5887
0.014 357.206 58.9097
0.086 357.241 59.0931
0.183 357.211 58.374
0.258 357.566 58.4021
0.048 357.032 58.8161
0.292 356.997 59.2775
0.189 356.868 59.008
0.029 357.412 58.7466
0.022 357.115 58.7393
0.216 356.829 58.6032
0.213 357.286 58.3399
0.28 357.567 59.2236
0.312 357.498 59.3003
0.161 357.333 58.4075
0.009 357.256 58.7053
0.364 357.707 58.406
0.003 357.202 58.8255
0.039 357.093 58.9197
0.091 356.975 58.6755
0.035 357.203 58.6188
0.085 357.149 58.5264
0.373 356.652 58.9251
0.119 357.561 58.6515
0.313 356.732 59.0106
0.205 357.243 59.2527
0.29 357.622 59.1898
0.396 357.867 58.9218
0.221 357.393 59.248
0.369 357.718 58.4133
0.27 357.728 59.0041
0.183 356.972 59.1249
0.013 357.206 58.6948
0.053 357.461 58.8917
0.33 357.812 58.9198
0.072 357.121 59.0354
0.013 357.251 58.914
0.025 357.391 58.8722
0.053 357.067 58.6606
0.165 357.616 58.6248
0.202 357.612 59.0661
0.267 357.746 58.9441
0.005 357.238 58.7303
0.099 357.429 58.5411
0.193 357.543 58.4727
0.188 357.679 58.8633
0.332 357.468 58.2666
0.104 357 58.5962
0.018 357.119 58.83
0.237 357.658 58.5342
0.016 357.216 58.9218
0.259 357.716 58.5958
0.246 357.708 58.991
0.268 357.012 58.3405
0.019 357.149 58.7063
0.053 357.479 58.7724
0.385 356.727 58.466
0.154 356.858 58.7901
0.091 357.127 59.0753
0.37 357.854 58.8686
0.29 357.785 58.8652
0.318 357.032 58.2798
0.047 357.108 58.9639
0.365 357.804 59.0413
0.074 357.253 58.528
0.266 357.52 59.2392
0.323 357.817 58.8394
0.123 357.586 58.6998
0.319 356.686 58.7755
0.066 357.051 58.9619
0.252 357.298 59.2997
0.032 357.331 58.6407
0.07 357.082 59.0046
0.207 357.705 58.8061
0.376 357.383 59.3986
0.183 357.212 59.2261
0.145 356.91 58.9705
0.357 357.292 59.396
0.081 357.075 59.0242
0.268 356.734 58.7599
0.008 357.337 58.8204
0.208 356.946 59.1403
0.38 356.776 58.4065
0.2 357.697 58.8078
0.309 357.492 58.2994
0.146 357.569 58.5892
0.166 357.49 58.471
0.278 357.394 58.2927
0.177 356.854 58.6572
0.242 357.062 59.2547
0.398 356.762 58.3998
0.071 357.097 59.0181
0.024 357.3 58.9468
0.175 357.593 58.5603
0.373 357.832 58.9862
0.201 357.135 58.3666
0.237 357.486 59.2255
0.101 357.52 58.9668
0.376 357.818 58.57
0.194 357.591 59.0782
0.005 357.283 58.7377
0.23 356.857 59.0742
0.312 357.636 58.3964
0.31 357.115 59.3402
0.017 357.148 58.7192
0.387 357.055 59.3909
0.289 357.174 58.2678
0.003 357.301 58.7798
0.157 357.49 59.1156
0.063 357.368 58.5786
0.066 357.227 58.5441
0.224 357.72 58.7469
0.394 357.877 58.8211
0.355 356.664 58.692
0.201 357.656 58.9904
0.194 357.41 58.3896
0.353 356.657 58.7687
0.316 357.333 59.356
0.38 356.795 58.3839
0.196 357.003 59.1675
0.008 357.183 58.7407
0.346 357.155 59.3804
0.059 357.297 59.0384
0.077 357.268 58.5231
0.297 356.742 58.6022
0.067 357.181 59.0496
0.081 357.534 58.7831
0.037 357.373 58.6524
0.156 357.516 58.5077
0.025 357.402 58.7571
0.308 357.348 58.2538
0.176 357.438 58.4251
0.146 357.632 58.8098
0.227 357.206 58.3256
0.381 357.198 59.4151
0.023 357.124 58.8846
0.306 357.773 58.6202
0.102 357.388 58.5121
0.003 357.275 58.7511
0.068 357.34 58.5553
0.228 357.44 59.2382
0.322 356.782 58.4784
0.037 357.221 58.9902
0.118 357.458 58.5269
0.104 357.458 58.5536
0.051 357.035 58.8682
0.392 356.894 59.3153
0.203 357.181 58.3547
0.107 356.959 58.9501
0.269 357.758 58.903
0.086 356.987 58.9304
0.031 357.176 58.6404
0.018 357.193 58.6787
0.035 357.437 58.7925
0.171 357.652 58.8982
0.125 357.539 59.0043
0.35 356.884 58.3354
0.015 357.372 58.7846
0.361 357.63 58.3348
0.321 357.546 58.3167
0.288 356.751 58.9977
0.32 356.816 59.1627
0.009 357.292 58.715
0.347 357.445 59.3558
0.08 357.518 58.8906
0.181 356.856 58.64
0.012 357.211 58.6977
0.038 357.398 58.9263
0.225 357.507 58.4011
0.14 357.003 58.5189
0.035 357.153 58.6399
0.122 357.56 58.9603
0.176 357.051 59.1694
0.366 357.64 58.3377
0.057 357.015 58.7597
0.365 357.201 58.1978
0.325 357.024 58.2766
0.251 356.761 58.9097
0.092 357.548 58.7456
0.01 357.234 58.8986
0.375 356.912 58.2895
0.269 357.643 58.462
0.327 357.07 58.2572
0.07 357.498 58.8923
0.341 357.706 58.4354
0.378 357.23 58.1855
0.16 357.544 59.0709
0.034 357.296 58.6214
0.315 357.527 59.2884
0.252 357.302 59.2993
0.226 357.283 59.2742
0.149 357.035 59.1208
0.094 357.218 59.1049
0.359 356.653 58.7436
0.083 357.365 59.064
0.053 357.432 58.6587
0.069 357.129 59.0331
0.026 357.242 58.9611
0.057 357.407 58.6203
0.309 357.138 58.2555
0.171 357.542 58.5076
0.213 357.459 59.2116
0.195 357.23 59.2411
0.117 357.241 58.4581
0.257 357.167 59.3001
0.005 357.217 58.7372
0.055 357.35 58.5881
0.115 357.138 59.12
0.209 356.869 58.5481
0.147 357.192 58.421
0.093 356.983 58.6518
0.037 357.263 58.6081
0.132 357.35 58.4506
0.081 357.301 59.08
0.302 356.977 59.2772
0.012 357.152 58.7506
0.071 357.093 59.0155
0.066 357.025 58.9235
0.194 357.158 58.3692
0.277 356.762 58.9975
0.252 356.928 59.1849
0.35 356.747 58.4892
0.029 357.389 58.7014
0.35 357.656 58.3694
0.278 357.271 58.2732
0.395 357.782 59.1353
0.164 356.888 58.6189
0.151 357.526 59.0738
0.334 357.743 59.1014
0.378 357.766 58.4657
0.038 357.443 58.83
0.128 356.929 58.6419
0.008 357.161 58.8003
0.31 357.798 58.9011
0.164 357.595 59.0127
0.18 357.669 58.736
0.002 357.253 58.7554
0.079 357.491 58.656
0.002 357.254 58.8446
0.053 357.45 58.6862
0.098 357.418 59.0641
0.009 357.332 58.7519
0.145 357.54 58.5531
0.201 356.883 58.5419
0.063 357.425 58.9803
0.303 357.772 58.9746
0.232 357.616 58.4864
0.351 357.731 59.1456
0.011 357.229 58.6973
0.292 357.526 58.3353
0.069 357.145 58.559
0.015 357.365 58.7591
0.001 357.223 58.8161
0.244 357.694 59.0164
0.301 357.285 59.3475
0.303 357.547 58.3364
0.007 357.278 58.8789
0.035 357.087 58.7077
0.126 357.16 59.1434
0.229 357.479 58.3799
0.011 357.306 58.8885
0.103 357.57 58.824
0.359 356.849 58.3544
0.208 356.832 58.617
0.265 356.986 59.2421
0.259 357.092 59.2837
0.332 357.826 58.8197
0.047 357.413 58.9426
0.236 357.732 58.7404
0.119 357.094 59.1079
0.044 357.44 58.8889
0.101 357.156 59.1037
0.116 357.417 59.0968
0.062 357.202 58.5557
0.3 357.246 59.3477
0.249 357.443 58.3397
0.065 357.085 58.606
0.282 357.16 59.3233
0.323 356.819 59.1702
0.284 356.718 58.8223
0.167 356.841 58.8054
0.218 357.703 58.6884
0.233 356.777 58.7058
0.216 357.069 58.3717
0.156 357.613 58.6446
0.136 356.904 58.9288
0.041 357.131 58.9641
0.118 357.586 58.7282
0.331 356.855 59.2184
0.092 357.253 58.4967
0.246 356.76 58.8787
0.106 357.454 58.5459
0.34 357.811 58.9607
0.002 357.259 58.7561
0.291 357.75 58.5979
0.021 357.143 58.8982
0.233 357.151 58.3276
0.044 357.421 58.9209
0.035 357.382 58.6679
0.215 356.943 58.4524
0.208 356.827 58.9706
0.019 357.158 58.6978
0.223 357.625 59.0865
0.081 357.309 58.5217
0.166 356.843 58.8145
0.343 356.665 58.835
0.357 356.989 58.2626
0.26 357.558 59.2067
0.095 357.248 59.1082
0.096 357.432 58.5492
0.126 357.577 58.9371
0.165 356.895 58.9969
0.395 357.746 58.4134
0.269 356.956 58.3728
0.127 357.59 58.6943
0.173 357.46 59.1593
0.172 357.01 59.1382
0.325 356.75 58.5253
0.254 357.754 58.8196
0.023 357.378 58.882
0.168 357.061 58.4363
0.052 357.478 58.795
0.145 357.625 58.7333
0.199 356.954 58.4664
0.149 357.631 58.7384
0.097 357.416 58.5367
0.079 357.529 58.7676
0.31 357.031 59.3121
0.365 357.279 58.1965
0.095 357.45 58.5654
0.088 357.278 58.5046
0.314 357.807 58.8613
0.321 357.52 59.2982
0.06 357.008 58.8363
0.365 357.318 58.1997
0.044 357.195 58.5977
0.006 357.301 58.8585
0.135 357.413 58.4706
0.179 357.658 58.688
0.063 357.352 59.0295
0.341 357.001 59.3283
0.079 356.969 58.8104
0.292 357.785 58.8747
0.358 357.847 58.7539
0.005 357.315 58.7728
0.224 356.777 58.8177
0.312 356.876 59.215
0.082 357.529 58.8646
0.391 357.498 58.2259
0.065 357.205 58.5491
0.301 357.311 59.3452
0.008 357.276 58.7144
0.248 356.786 58.9798
0.314 357.007 58.295
0.193 356.921 58.5087
0.194 357.606 58.5411
0.2 356.906 58.5141
0.268 357.718 58.5778
0.368 357.817 58.5836
0.315 357.78 58.9838
0.181 357.492 59.1502
0.143 356.873 58.8314
0.305 356.708 58.6923
0.041 357.439 58.7261
0.153 357.524 59.0795
0.145 357.567 58.5886
0.354 357.729 59.1534
0.114 356.94 58.6653
0.349 357.841 58.8061
0.009 357.213 58.7127
0.212 357.051 59.2151
0.093 357.001 58.6245
0.047 357.422 58.6687
0.016 357.134 58.8499
0.386 356.732 59.1425
0.006 357.278 58.8724
0.006 357.259 58.8769
0.194 357.044 59.1896
0.225 357.217 59.2732
0.213 357.124 58.356
0.183 357.6 58.5537
0.094 356.961 58.9013
0.385 356.831 59.2578
0.112 357.095 58.5036
0.174 356.898 59.0234
0.162 357.497 58.4823
0.004 357.29 58.8486
0.193 357.192 58.3645
0.165 357.642 58.6942
0.037 357.334 58.9731
0.053 357.439 58.6682
0.087 357.407 59.0497
0.06 357.092 58.9869
0.144 356.901 58.6514
0.29 357.65 58.4398
0.396 356.786 59.2253
0.12 356.954 58.6205
0.074 356.978 58.8109
0.105 356.934 58.7273
0.197 357.603 59.0688
0.041 357.176 58.9886
0.292 357.789 58.8331
0.183 357.208 58.3742
0.291 357.782 58.8922
0.198 356.831 58.6506
0.067 357.087 59.0012
0.091 356.987 58.6525
0.225 357.724 58.826
0.286 357.001 58.3268
0.173 357.567 58.5303
0.229 357.592 58.4657
0.192 357.236 59.2379
0.014 357.139 58.7589
0.069 357.265 58.5377
0.029 357.202 58.9633
0.251 356.771 58.6526
0.086 357.064 58.573
0.05 357.033 58.8558
0.352 357.398 59.3747
0.012 357.242 58.6907
0.01 357.348 58.78
0.108 356.929 58.8705
0.154 357.319 58.4137
0.075 357.098 58.5722
0.219 357.674 58.997
0.022 357.298 58.9403
0.021 357.286 58.9403
0.215 357.114 58.3567
0.19 357.076 59.1998
0.068 357.058 58.9761
0.33 357.815 58.9045
0.142 356.876 58.7518
0.305 357.783 58.6563
0.336 357.694 59.1732
0.08 356.986 58.9016
0.026 357.098 58.8537
0.075 357.436 59.0012
0.361 357.836 58.6679
0.064 357.365 59.0252
0.183 357.037 58.4289
0.174 357.6 59.0273
0.094 357.147 59.0887
0.365 356.646 58.7746
0.029 357.406 58.7318
0.283 356.884 58.4144
0.165 357.196 58.3974
0.004 357.258 58.8627
0.002 357.219 58.7683
0.102 357.246 59.1193
0.345 357.313 58.2161
0.028 357.232 58.9663
0.039 357.33 58.6193
0.329 356.704 58.6237
0.063 357.13 59.0202
0.065 357.177 59.0443
0.057 357.093 58.6205
0.152 356.994 59.0938
0.047 357.411 58.9456
0.084 357.314 58.5173
0.063 357.186 59.0427
0.303 357.303 58.2521
0.207 356.853 58.5769
0.01 357.272 58.8975
0.209 356.994 59.1787
0.14 357.16 59.1633
0.361 356.669 58.6459
0.338 357.747 58.4985
0.183 357.678 58.8012
0.26 357.679 58.5241
0.315 356.689 58.7892
0.326 356.972 58.3013
0.064 357.149 58.5679
0.101 357.214 59.1158
0.001 357.281 58.7933
0.219 356.829 59.0048
0.151 356.862 58.8193
0.154 357.424 59.1518
0.345 356.88 58.3436
0.245 357.217 58.3061
0.21 356.82 58.9579
0.359 356.685 58.6018
0.033 357.18 58.9677
0.044 357.04 58.7905
0.014 357.334 58.8837
0.352 357.127 58.2195
0.047 357.36 58.6131
0.06 357.493 58.8293
0.299 357.685 58.4683
0.067 357.505 58.8458
0.363 356.789 58.4117
0.072 357.101 59.0235
0.389 357.47 59.3836
0.15 356.865 58.7541
0.274 357.108 59.3039
0.154 357.296 58.4102
0.192 357.3 59.2354
0.349 357.619 58.3388
0.302 357.454 59.3101
0.08 357.018 58.9612
0.162 357.282 59.2012
0.248 357.734 58.9162
0.152 357.384 59.1662
0.045 357.039 58.7791
0.162 356.856 58.7187
0.266 357.746 58.6585
0.001 357.218 58.7982
0.383 356.929 59.329
0.116 357.022 58.5472
0.323 357.473 59.3226
0.013 357.283 58.9091
0.154 357.03 59.1248
0 357.25 58.8
0.002 357.206 58.8056
0.355 357.567 58.2953
0.223 356.986 58.4088
0.133 357.138 59.1469
0.177 357.247 59.2207
0.004 357.249 58.8632
0.081 357.049 58.5987
0.216 357.685 58.6359
0.133 357.26 58.4355
0.282 357.167 59.3246
0.36 357.84 58.9072
0.095 357.173 59.0984
0.339 356.777 58.4601
0.254 356.759 58.6876
0.355 357.542 59.3194
0.22 357.281 58.332
0.383 356.865 59.2842
0.17 356.855 58.9193
0.306 357.795 58.7039
0.384 357.02 58.2246
0.231 357.503 59.2089
0.021 357.112 58.8447
0.32 357.028 58.2795
0.368 357.754 58.463
0.347 357.612 58.3351
0.134 357.225 58.4348
0.111 356.925 58.7245
0.004 357.31 58.7786
0.353 357.153 59.3861
0.039 357.42 58.7002
0.141 357.403 59.1429
0.089 357.548 58.7958
0.104 357.408 59.0814
0.007 357.212 58.8744
0.01 357.231 58.8981
0.01 357.157 58.8362
0.2 356.883 58.545
0.005 357.235 58.8691
0.346 357.418 59.3636
0.082 356.967 58.8414
0.255 356.88 59.1434
0.332 357.297 59.3743
0.125 356.902 58.8647
0.007 357.17 58.776
0.197 357.464 58.4111
0.105 357.077 59.074
0.327 356.732 59.0415
0.146 357.614 58.9167
0.136 356.887 58.7333
0.057 357.043 58.9195
0.182 357.402 59.1985
0.259 357.75 58.7035
0.017 357.379 58.8198
0.324 357.544 58.3123
0.043 357.267 58.5933
0.332 357.21 59.3748
0.336 357.345 58.2282
0.338 356.998 59.3241
0.316 356.735 59.026
0.368 357.485 58.2409
0.021 357.19 58.9318
0.357 356.656 58.8668
0.385 356.641 58.6788
0.361 357.846 58.7252
0.139 357.143 59.1572
0.002 357.24 58.8435
0.085 357.177 59.0824
0.389 356.628 58.7503
0.272 356.967 59.2379
0.119 357.468 59.067
0.25 357.205 58.302
0.206 356.973 58.4406
0.036 357.164 58.6309
0.315 357.742 58.5305
0.167 357.627 58.9576
0.192 357.112 58.3841
0.059 357.333 59.0283
0.124 357.508 59.0401
0.234 356.983 59.2033
0.121 356.925 58.6766
0.089 357.391 58.5373
0.356 357.735 59.1475
0.213 357.089 58.3676
0.094 357.478 59.0053
0.347 356.706 59.0255
0.146 357.434 58.465
0.012 357.172 58.8771
0.158 357.306 58.4065
0.219 356.96 59.1675
0.213 357.471 58.395
0.016 357.128 58.7664
0.074 357.432 59.0021
0.358 356.903 58.3122
0.278 356.926 59.2158
0.065 357.066 58.623
0.156 357.162 59.185
0.309 356.815 58.4545
0.039 357.213 58.994
0.382 357.756 59.1549
0.253 357.363 59.29
0.247 357.012 58.3639
0.26 357.578 58.4099
0.083 357.381 59.0564
0.129 356.939 58.621
0.023 357.108 58.7462
0.051 357.116 58.6183
0.258 356.751 58.8926
0.202 356.931 59.1164
0.383 356.806 58.3692
0.129 357.3 59.1557
0.235 356.863 58.5081
0.3 357.762 58.6042
0.173 357.655 58.7032
0.364 357.853 58.8299
0.209 357.249 59.2572
0.315 357.81 58.7678
0.322 357.082 59.3421
0.11 357.195 58.473
0.257 356.939 59.2
0.118 357.019 58.5454
0.356 356.921 58.3022
0.184 357.012 59.1568
0.346 356.678 58.9384
0.159 357.453 59.1432
0.03 357.077 58.8099
0.073 357.307 59.064
0.005 357.179 58.7948
0.078 357.506 58.9122
0.291 357.781 58.8947
0.174 357.045 58.4365
0.225 357.27 58.3261
0.003 357.286 58.841
0.138 357.22 58.4297
0.167 357.658 58.7864
0.34 356.667 58.7928
0.036 357.383 58.9357
0.185 356.945 58.4971
0.01 357.262 58.7007
0.113 357.085 58.5072
0.137 357.022 59.0918
0.177 357.2 58.3822
0.361 357.348 59.3927
0.213 357.079 59.2286
0.364 357.704 58.4027
0.248 357.689 58.5657
0.3 357.067 59.3162
0.058 357.011 58.768
0.219 356.831 58.5907
0.167 357.445 58.4411
0.122 356.972 58.5888
0.267 356.928 58.3962
0.075 357.486 58.9382
0.001 357.223 58.7828
0.146 357.629 58.8522
0.069 357.161 58.553
0.191 357.252 59.237
0.017 357.367 58.8578
0.245 357.071 58.3385
0.269 357.72 59.0187
0.344 356.949 59.3031
0.218 356.843 58.5713
0.138 357.01 59.0832
0.321 356.776 58.4893
0.293 357.623 58.4078
0.225 357.027 59.2188
0.051 357.307 58.5816
0.001 357.231 58.8253
0.085 357.487 58.97
0.167 357.093 58.4226
0.093 357.468 58.5869
0.333 357.826 58.8259
0.058 357.258 58.5593
0.146 357.592 58.9711
0.032 357.401 58.8957
0.052 357.231 58.5727
0.025 357.184 58.6564
0.154 356.972 59.0765
0.039 357.054 58.7773
0.186 357.612 59.035
0.184 357.677 58.8356
0.285 357.784 58.8056
0.232 357.515 59.2021
0.238 356.792 58.6327
0.219 357.718 58.8064
0.237 357.013 59.2254
0.295 357.481 58.3084
0.297 356.744 59.0034
0.096 357.069 58.5484
0.015 357.372 58.7948
0.379 357.309 59.4128
0.319 356.686 58.7623
0.25 357.057 59.2614
0.229 357.435 59.2415
0.037 357.127 58.6524
0.322 357.815 58.7457
0.001 357.231 58.8252
0.251 357.575 59.1811
0.258 357.09 59.282
0.397 357.03 59.3904
0.187 356.933 58.5061
0.066 357.438 58.6254
0.344 357.65 59.2286
0.224 357.109 59.2518
0.148 357.243 59.1846
0.269 357.312 59.3149
0.149 356.914 58.9909
0.145 357.111 59.1546
0.279 357.685 58.5003
0.083 357.099 59.0451
0.181 357.674 58.8306
0.38 356.703 59.0839
0.036 357.377 58.6593
0.34 357.52 59.3166
0.127 357.237 58.4439
0.118 356.994 59.0291
0.114 357.342 59.1247
0.264 357.536 58.3733
0.138 357.209 59.1692
0.017 357.165 58.8992
0.161 357.356 59.1869
0.004 357.308 58.7757
0.359 357.258 59.3991
0.061 357.084 58.6169
0.045 357.426 58.9191
0.011 357.288 58.8979
0.306 357.501 58.3071
0.282 356.762 59.0092
0.342 356.862 58.3627
0.002 357.215 58.7724
0.18 356.908 58.5488
0.235 357.013 58.377
0.311 356.8 59.1289
0.116 357.3 58.4631
0.051 357.459 58.8867
0.064 357.405 58.6
0.297 357.343 59.337
0.287 357.122 58.2797
0.126 356.973 59.0221
0.125 357.564 58.6375
0.181 356.897 58.5622
0.083 357.478 58.9761
0.19 356.839 58.9447
0.288 357.366 58.2761
0.009 357.275 58.8914
0.368 356.679 58.5954
0.056 357.449 58.6713
0.233 357.411 58.3449
0.306 357.25 58.2468
0.385 356.727 59.1344
0.195 356.882 58.5563
0.224 356.839 58.5651
0.015 357.187 58.6948
0.26 357.591 58.4208
0.003 357.195 58.8004
0.346 357.362 59.3774
0.04 357.442 58.8569
0.066 357.507 58.7857
0.175 357.65 58.9239
0.135 357.611 58.7323
0.03 357.299 58.9661
0.329 357.186 59.3701
0.04 357.34 58.6215
0.186 356.94 59.1002
0.127 356.956 58.598
0.112 356.982 58.6002
0.091 357.236 58.4987
0.144 356.931 59.0056
0.102 357.446 59.0525
0.265 357.444 58.3234
0.026 357.341 58.9329
0.301 357.7 59.1144
0.039 357.426 58.8887
0.012 357.277 58.9061
0.287 356.855 59.1623
0.322 357.802 58.9324
0.231 357.653 59.0612
0.348 357.772 59.074
0.069 357.282 59.0607
0.088 357.477 58.9908
0.048 357.465 58.7592
0.057 357.016 58.7518
0.182 357.346 58.3844
0.397 356.65 58.9914
0.074 357.246 58.528
0.046 357.438 58.6972
0.167 356.985 58.4893
0.347 357.207 59.3875
0.114 357.152 59.1231
0.334 357.099 58.2422
0.36 357.242 59.3999
0.252 357.727 58.6426
0.105 356.949 58.9192
0.218 357.625 59.078
0.336 357.281 59.3788
0.066 357.071 58.984
0.159 356.976 59.0899
0.267 356.734 58.7819
0.368 357.791 59.0742
0.128 357.094 59.1219
0.115 356.987 58.5863
0.003 357.242 58.8541
0.371 357.796 58.5293
0.36 356.969 59.3302
0.015 357.222 58.9193
0.013 357.14 58.77
0.002 357.29 58.8207
0.048 357.13 58.9831
0.098 357.549 58.7057
0.121 357.099 59.1131
0.224 356.865 58.5248
0.364 357.06 58.2275
0.179 357.103 58.4034
0.387 357.867 58.7201
0.205 356.985 58.4331
0.025 357.176 58.9395
0.007 357.23 58.8812
0.354 357.453 58.2407
0.393 357.841 58.5906
0.175 356.857 58.9439
0.271 356.792 59.0481
0.231 357.401 58.3438
0.016 357.127 58.8294
0.257 357.551 59.2079
0.327 357.003 58.2845
0.072 357.328 59.0566
0.002 357.278 58.8347
0.035 357.167 58.6325
0.012 357.258 58.6907
0.297 357.486 59.2913
0.349 357.524 59.3233
0.346 356.778 58.4492
0.139 357.575 58.9823
0.083 357.491 58.6425
0.076 357.217 59.0737
0.379 356.696 58.5307
0.229 357.447 58.3639
0.327 356.684 58.7179
0.084 357.171 59.0788
0.085 357.521 58.6921
0.385 357.774 59.1321
0.291 356.729 58.6591
0.005 357.182 58.8185
0.176 357.669 58.7732
0.348 356.665 58.8733
0.365 356.986 59.3436
0.338 356.839 59.211
0.274 356.801 58.5307
0.168 357.408 58.4219
0.135 356.904 58.9231
0.144 357.588 58.9727
0.044 357.093 58.9388
0.006 357.202 58.8608
0.345 356.664 58.8439
0.216 356.858 58.5505
0.278 356.723 58.8076
0.155 356.919 58.5868
0.074 356.981 58.8382
0.261 357.306 58.2922
0.171 357.545 59.0903
0.325 357.011 59.3177
0.087 357.439 58.5736
0.399 357.786 59.1348
0.039 357.086 58.6896
0.202 357.144 58.3632
0.314 357.804 58.7177
0.361 357.596 59.2914
0.365 357.624 59.2741
0.206 356.953 58.4566
0.015 357.357 58.86
0.186 356.911 59.0664
0.34 356.823 59.1972
0.371 357.062 59.3794
0.254 357.143 58.3075
0.354 356.959 59.3188
0.313 356.852 58.4067
0.33 357.583 59.2678
0.275 357.77 58.8698
0.335 357.305 58.2238
0.28 357.585 58.3906
0.213 357.364 58.3527
0.034 357.08 58.8711
0.08 356.998 58.9278
0.097 357.557 58.746
0.075 357.514 58.7274
0.001 357.227 58.778
0.038 357.193 58.9865
0.184 356.86 58.6223
0.022 357.196 58.6618
0.234 357.729 58.869
0.012 357.209 58.6984
0.022 357.102 58.7875
0.378 357.864 58.7762
0.287 357.453 58.3044
0.287 357.779 58.8823
0.013 357.272 58.6881
0.014 357.213 58.6875
0.053 357.074 58.9485
0.261 357.073 59.2793
0.158 356.872 58.6762
0.045 357.04 58.8318
0.043 357.052 58.738
0.144 356.959 58.5559
0.057 357.046 58.9248
0.057 357.274 58.5624
0.078 357.49 58.6566
0.02 357.121 58.8575
0.277 357.515 58.3454
0.324 356.681 58.8006
0.314 357.597 59.2402
0.007 357.301 58.7333
0.122 357.36 59.1316
0.014 357.176 58.7077
0.112 357.038 59.0589
0.255 356.745 58.7808
0.196 356.818 58.7021
0.095 357.291 59.1054
0.303 356.781 58.5121
0.05 357.339 58.5948
0.342 357.756 58.5066
0.188 357.326 58.3731
0.188 357.679 58.8616
0.121 356.906 58.8524
0.006 357.299 58.7398
0.148 357.623 58.7074
0.218 357.67 58.596
0.161 356.852 58.7514
0.122 357.589 58.7153
0.256 357.438 58.3301
0.093 357.385 58.5263
0.372 357.653 58.3423
0.365 357.332 58.2014
0.18 357.507 58.4625
0.092 357.403 59.0622
0.304 357.354 59.3414
0.342 357.229 58.2156
0.31 357.696 58.4661
0.011 357.255 58.6952
0.253 357.11 58.317
0.098 357.333 59.1019
0.346 357.037 59.3485
0.037 357.077 58.7154
0.047 357.062 58.9073
0.212 356.801 58.6986
0.024 357.172 58.6662
0.006 357.183 58.8394
0.113 357.576 58.7168
0.218 357.622 58.5177
0.135 356.967 58.5661
0.221 357.178 58.3355
0.296 356.773 59.0624
0.072 357.472 58.9506
0.184 357.644 58.6315
0.161 357.301 58.402
0.117 357.256 59.142
0.158 356.853 58.7835
0.165 357.649 58.7236
0.158 357.448 59.1448
0.326 356.712 58.99
0.271 356.776 58.5842
0.246 357.229 58.3045
0.279 357.488 59.2716
0.286 357.685 59.1107
0.264 357.501 58.3518
0.309 356.973 59.282
0.154 357.135 59.1752
0.11 356.99 59.0059
0.014 357.36 58.7574
0.094 357.525 58.6643
0.169 357.568 59.0606
0.312 357.402 59.3375
0.138 356.912 58.9533
0.113 357.03 58.5456
0.044 357.271 59.0087
0.282 356.725 58.7218
0.102 357.127 58.5054
0.013 357.319 58.8907
0.139 357.026 58.502
0.149 357.565 59.0232
0.313 356.721 58.9833
0.047 357.352 58.9915
0.328 357.534 59.2971
0.101 357.225 59.1168
0.048 357.468 58.7751
0.086 356.957 58.7879
0.002 357.214 58.8259
0.028 357.209 58.6376
0.081 357.53 58.7476
0.281 356.937 59.2279
0.021 357.115 58.8529
0.367 357.439 59.3754
0.314 357.803 58.7108
0.155 356.991 59.0965
0.349 356.834 58.3806
0.161 357.631 58.9259
0.175 357.073 58.4211
0.055 357.171 59.0209
0.146 357.317 59.1762
0.056 357.475 58.8726
0.323 357.228 59.3679
0.072 357.34 58.5472
0.208 356.972 59.1613
0.09 357.022 58.9953
0.007 357.307 58.8611
0.257 357.573 59.1908
0.022 357.396 58.8268
0.114 356.92 58.8703
0.398 357.627 58.2938
0.354 357.845 58.7864
0.185 357.427 59.1918
0.184 357.529 58.4741
0.042 357.409 58.6702
0.012 357.349 58.8474
0.224 357.164 58.3346
0.148 356.999 59.0914
0.287 356.973 59.2588
0.334 356.782 58.461
0.004 357.236 58.8616
0.148 356.867 58.7646
0.16 357.476 58.4699
0.282 357.073 58.2993
0.078 357.397 58.5626
0.006 357.233 58.7244
0.022 357.112 58.7449
0.35 357.45 59.3566
0.157 357.283 58.4051
0.058 357.242 59.0407
0.076 357.183 58.5326
0.307 357.331 58.2518
0.288 357.237 59.3365
0.009 357.316 58.868
0.144 357.076 58.4625
0 357.25 58.8
0.037 357.273 58.991
0.097 357.214 59.1094
0.086 357.138 59.0711
0.182 356.926 59.0774
0.183 357.449 58.4211
0.379 357.844 58.9617
0.185 357.086 59.1976
0.081 357.009 58.9509
0.116 357.221 58.4607
0.153 357.619 58.9292
0.279 356.774 58.5714
0.127 356.895 58.7698
